date,location,population,new_cases,total_cases,new_deaths,total_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,reproduction_rate,icu_patients,hosp_patients,new_cases_7d_avg,new_deaths_7d_avg,row_coverage,new_cases_per_100k,new_deaths_per_100k,total_cases_per_100k,total_deaths_per_100k,new_vaccinations_per_100k,icu_patients_per_100k,hosp_patients_per_100k,total_cases_pct_population,total_deaths_pct_population,people_vaccinated_pct_population,people_fully_vaccinated_pct_population,total_boosters_pct_population,new_cases_7d_avg_per_100k,new_deaths_7d_avg_per_100k,population_for_sir,incidence_for_sir,I_estimated,cumulative_infections_estimated,R_estimated,S_estimated
2020-01-05,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-06,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-07,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-08,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-09,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-10,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-11,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-12,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-13,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-14,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-15,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-16,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-17,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-18,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-19,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-20,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-21,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-22,France,67813000,0.0,0.0,0.0,0.0,,,,,2.78,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-23,France,67813000,0.0,0.0,0.0,0.0,,,,,2.78,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-24,France,67813000,0.0,0.0,0.0,0.0,,,,,5.56,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-25,France,67813000,0.0,0.0,0.0,0.0,,,,,5.56,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0
2020-01-26,France,67813000,3.0,3.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0044239305147980475,0.0,0.0044239305147980475,0.0,,,,4.423930514798048e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,67812999.57142857
2020-01-27,France,67813000,0.0,3.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.0044239305147980475,0.0,,,,4.423930514798048e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.0,67812999.14285715
2020-01-28,France,67813000,0.0,3.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.0044239305147980475,0.0,,,,4.423930514798048e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,1.2857142857142856,1.2857142857142856,0.0,67812998.71428572
2020-01-29,France,67813000,0.0,3.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.0044239305147980475,0.0,,,,4.423930514798048e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,1.7142857142857142,1.7142857142857142,0.0,67812998.28571428
2020-01-30,France,67813000,0.0,3.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.0044239305147980475,0.0,,,,4.423930514798048e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,2.142857142857143,2.142857142857143,0.0,67812997.85714285
2020-01-31,France,67813000,0.0,3.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.0044239305147980475,0.0,,,,4.423930514798048e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,2.571428571428571,2.571428571428571,0.0,67812997.42857143
2020-02-01,France,67813000,0.0,3.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.0044239305147980475,0.0,,,,4.423930514798048e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,3.0,2.9999999999999996,0.0,67812997.0
2020-02-02,France,67813000,3.0,6.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0044239305147980475,0.0,0.008847861029596095,0.0,,,,8.847861029596096e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,3.4285714285714284,3.428571428571428,0.0,67812996.57142857
2020-02-03,France,67813000,0.0,6.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.008847861029596095,0.0,,,,8.847861029596096e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,3.8571428571428568,3.8571428571428563,0.0,67812996.14285715
2020-02-04,France,67813000,0.0,6.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.008847861029596095,0.0,,,,8.847861029596096e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,4.285714285714286,4.285714285714285,0.0,67812995.71428572
2020-02-05,France,67813000,0.0,6.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.008847861029596095,0.0,,,,8.847861029596096e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,4.714285714285714,4.7142857142857135,0.0,67812995.28571428
2020-02-06,France,67813000,0.0,6.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.008847861029596095,0.0,,,,8.847861029596096e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,5.142857142857142,5.142857142857142,0.0,67812994.85714285
2020-02-07,France,67813000,0.0,6.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.008847861029596095,0.0,,,,8.847861029596096e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,5.571428571428571,5.571428571428571,0.0,67812994.42857143
2020-02-08,France,67813000,0.0,6.0,0.0,0.0,,,,,5.56,,,,0.42857142857142855,0.0,0.5555555555555556,0.0,0.0,0.008847861029596095,0.0,,,,8.847861029596096e-06,0.0,,,,0.0006319900735425782,0.0,67813000.0,0.42857142857142855,6.0,6.0,0.0,67812994.0
