date,new_cases,new_deaths,new_vaccinations,stringency_index,reproduction_rate,icu_patients,hosp_patients,new_cases_7d_avg,new_deaths_7d_avg,row_coverage,population,total_cases,total_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,new_cases_per_100k,new_deaths_per_100k,total_cases_per_100k,total_deaths_per_100k,new_vaccinations_per_100k,icu_patients_per_100k,hosp_patients_per_100k,total_cases_pct_population,total_deaths_pct_population,people_vaccinated_pct_population,people_fully_vaccinated_pct_population,total_boosters_pct_population,location
2020-03-15,0.0,43.0,,45.568571428571424,2.757142857142857,,,0.0,0.8775510204081634,0.6666666666666666,67813000,16.0,43.0,,,,0.0,0.00905852438744362,0.02359429607892292,0.00905852438744362,,,,2.359429607892292e-05,9.058524387443621e-06,,,,France
2020-03-22,0.0,670.0,,83.52857142857142,2.2885714285714287,1239.4,5025.0,0.0,18.938775510204078,0.8253968253968254,67813000,16.0,713.0,,,,0.0,0.1411444497578425,0.02359429607892292,0.20455412046994784,,1.827673160013567,7.410083612286729,2.359429607892292e-05,0.0002045541204699478,,,,France
2020-03-29,0.0,1999.0,,87.96,1.81,3350.714285714286,13911.285714285714,0.0,122.83673469387755,0.8888888888888887,67813000,16.0,2712.0,,,,0.0,0.42111605233720467,0.02359429607892292,1.472536871354207,,4.941109058313724,20.51418712383424,2.359429607892292e-05,0.0014725368713542073,,,,France
2020-04-05,0.0,3276.0,,87.96,1.3699999999999999,6133.571428571428,25477.714285714286,0.0,311.6326530612245,0.8888888888888887,67813000,16.0,5988.0,,,,0.0,0.6901331603084955,0.02359429607892292,4.68936634568593,,9.04483126918353,37.57054589195919,2.359429607892292e-05,0.004689366345685931,,,,France
2020-04-12,0.0,3344.0,,87.96,0.9928571428571429,6892.714285714285,30599.571428571428,0.0,469.38775510204084,0.8888888888888887,67813000,16.0,9332.0,,,,0.0,0.7044582686421272,0.02359429607892292,9.53462357617903,,10.164296352785286,45.12345926086654,2.359429607892292e-05,0.00953462357617903,,,,France
2020-04-19,0.0,2730.0,,87.96,0.7485714285714286,6151.142857142857,31277.14285714286,0.0,465.18367346938777,0.8888888888888887,67813000,16.0,12062.0,,,,0.0,0.5751109669237462,0.02359429607892292,14.33648415495554,,9.070742862198777,46.12263556713736,2.359429607892292e-05,0.01433648415495554,,,,France
2020-04-26,0.0,2096.0,,87.96,0.6328571428571428,5005.142857142857,29139.0,0.0,377.06122448979596,0.8888888888888887,67813000,16.0,14158.0,,,,0.0,0.4415503980484146,0.02359429607892292,18.22870035454643,,7.380801405545924,42.96963709023344,2.359429607892292e-05,0.018228700354546434,,,,France
2020-05-03,0.0,1406.0,,87.96,0.6442857142857142,4049.1428571428573,26541.14285714286,0.0,285.34693877551024,0.8888888888888887,67813000,16.0,15564.0,,,,0.0,0.2961926811336217,0.02359429607892292,21.17419542397054,,5.971042214830279,39.13872392777618,2.359429607892292e-05,0.02117419542397054,,,,France
2020-05-10,0.0,1056.0,,87.96,0.6285714285714287,3047.4285714285716,23561.428571428572,0.0,193.71428571428572,0.8888888888888887,67813000,16.0,16620.0,,,,0.0,0.22246050588698754,0.02359429607892292,23.17381201665926,,4.493870749603426,34.74470760979248,2.359429607892292e-05,0.023173812016659256,,,,France
2020-05-17,677.0,810.0,,76.85,0.64,2300.4285714285716,20519.14285714286,13.816326530612244,145.83673469387756,0.8888888888888887,67813000,693.0,17430.0,,,,0.14261909326277514,0.1706373198564961,0.16621338934169808,24.679212371837682,,3.3923120514187124,30.258420741071564,0.00016621338934169808,0.02467921237183768,,,,France
2020-05-24,4340.0,562.0,,76.85,0.8928571428571429,1740.5714285714287,17764.571428571428,171.46938775510202,110.65306122448979,0.8888888888888887,67813000,5033.0,17992.0,,,,0.9142789730582631,0.11839280711030967,1.9362069219766123,25.82142909808697,,2.5667223520142577,26.19640987505556,0.001936206921976612,0.025821429098086966,,,,France
2020-05-31,3436.0,471.0,,75.26428571428572,1.2771428571428571,1408.7142857142858,15282.285714285714,601.5510204081633,78.42857142857143,0.8888888888888887,67813000,8469.0,18463.0,,,,0.7238392975640996,0.09922244154618479,8.14572005789029,26.63100838229501,,2.0773513717344545,22.535923369096952,0.00814572005789029,0.02663100838229501,,,,France
2020-06-07,2745.0,331.0,,72.61714285714285,1.0285714285714287,1131.7142857142858,13176.0,476.7551020408163,64.42857142857143,0.8888888888888887,67813000,11214.0,18794.0,,,,0.578270917291459,0.06972957144753113,13.067026760566348,27.296072603019645,,1.6688751208681016,19.429902820993025,0.01306702676056635,0.027296072603019646,,,,France
2020-06-14,2627.0,258.0,,72.22,0.8457142857142858,890.7142857142857,11430.714285714286,389.734693877551,45.795918367346935,0.8888888888888887,67813000,13841.0,19052.0,,,,0.553412641065451,0.054351146324661724,17.09006490538055,27.768801178029495,,1.3134860361793252,16.856228578169798,0.017090064905380554,0.027768801178029497,,,,France
2020-06-21,2267.0,159.0,,72.22,0.9,735.8571428571429,10142.0,367.93877551020404,34.836734693877546,0.8888888888888887,67813000,16108.0,19211.0,,,,0.47757383224034156,0.033495473897756645,20.8881145840136,28.12840352987522,,1.085126956272607,14.955834427027266,0.0208881145840136,0.028128403529875223,,,,France
2020-06-28,2024.0,111.0,,51.85,1.0,624.8571428571429,9103.857142857143,318.89795918367344,21.73469387755102,0.8888888888888887,67813000,18132.0,19322.0,,,,0.4263826362833928,0.023383632721075392,24.17994021373904,28.35276000598284,,0.9214415272250791,13.424943805549294,0.024179940213739044,0.028352760005982837,,,,France
2020-07-05,2324.0,100.0,,51.85,1.0671428571428572,547.8571428571429,8171.428571428572,295.26530612244903,15.63265306122449,0.8888888888888887,67813000,20456.0,19422.0,,,,0.48958164363765055,0.02106633578475261,27.227817675077045,28.514128138094044,,0.8078939773452625,12.04994406887849,0.027227817675077048,0.028514128138094043,,,,France
2020-07-12,2853.0,120.0,,50.26428571428572,1.0985714285714285,490.7142857142857,7250.0,342.7959183673469,14.693877551020408,0.8888888888888887,67813000,23309.0,19542.0,,,,0.6010225599389919,0.025279602941703127,30.766330096841944,28.66580575574426,,0.723628634206252,10.691165410761949,0.030766330096841942,0.02866580575574426,,,,France
2020-07-19,3510.0,94.0,,46.3,1.2,456.42857142857144,6759.714285714285,420.97959183673464,16.612244897959183,0.8888888888888887,67813000,26819.0,19636.0,,,,0.7394283860448165,0.01980235563766745,35.11189384252071,28.837285729032146,,0.6730694283228458,9.968168766629239,0.03511189384252071,0.02883728572903215,,,,France
2020-07-26,5565.0,98.0,,46.3,1.3314285714285714,403.2857142857143,6025.428571428572,543.3673469387755,13.510204081632653,0.8888888888888887,67813000,32384.0,19734.0,,,,1.1723415864214828,0.020645009069057557,40.7208057452111,28.976744871927213,,0.5947026592035661,8.885359107292954,0.04072080574521109,0.028976744871927213,,,,France
2020-08-02,7676.0,77.0,,46.3,1.3742857142857143,354.85714285714283,5355.571428571428,838.0816326530612,13.571428571428571,0.8888888888888887,67813000,40060.0,19811.0,,,,1.6170519348376102,0.016221078554259506,49.3719071985776,29.116836004895816,,0.5232877808932548,7.897558622345905,0.0493719071985776,0.029116836004895816,,,,France
2020-08-09,10899.0,69.0,,46.3,1.4285714285714286,363.2857142857143,5049.571428571428,1162.3469387755104,10.83673469387755,0.8888888888888887,67813000,50959.0,19880.0,,,,2.2960199371801866,0.014535771691479302,61.37023874478344,29.228698247912856,,0.5357169190062587,7.446317709836505,0.061370238744783444,0.029228698247912854,,,,France
2020-08-16,16650.0,92.0,,47.09285714285714,1.4628571428571429,356.42857142857144,4867.714285714285,1674.3673469387754,10.326530612244898,0.8888888888888887,67813000,67609.0,19972.0,,,,3.5075449081613095,0.0193810289219724,78.65390327602589,29.3352939069837,,0.5256050778295775,7.178143255296604,0.07865390327602587,0.0293352939069837,,,,France
2020-08-23,25208.0,118.0,,48.15,1.42,364.85714285714283,4751.428571428572,2553.224489795918,13.673469387755102,0.8888888888888887,67813000,92817.0,20090.0,,,,5.310401924620437,0.02485827622600808,105.00957464961418,29.476438356741543,,0.5380342159425816,7.006663282008717,0.10500957464961416,0.029476438356741543,,,,France
2020-08-30,37753.0,111.0,,48.15,1.4114285714285713,386.7142857142857,4548.571428571428,3857.163265306123,16.714285714285715,0.8888888888888887,67813000,130570.0,20201.0,,,,7.953173748817652,0.023383632721075392,144.82515994615443,29.64897164681867,,0.5702657096932531,6.7075213138652305,0.14482515994615444,0.02964897164681867,,,,France
2020-09-06,50197.0,126.0,,48.01571428571429,1.3285714285714287,448.85714285714283,4629.428571428572,5647.2448979591845,16.163265306122447,0.8888888888888887,67813000,180767.0,20327.0,,,,10.574668573872264,0.026543583088788285,203.11887101293263,29.81581702623391,,0.6619042703569269,6.82675677440693,0.2031188710129326,0.02981581702623391,,,,France
2020-09-13,61432.0,258.0,,48.61,1.2542857142857142,606.4285714285714,5061.857142857143,7400.285714285715,20.69387755102041,0.8888888888888887,67813000,242199.0,20585.0,,,,12.941471399289222,0.054351146324661724,279.5083538554555,30.029429671091297,,0.8942659540627481,7.464434758611391,0.2795083538554554,0.030029429671091297,,,,France
2020-09-20,73481.0,429.0,,48.61,1.22,789.5714285714286,5630.428571428572,9021.897959183672,40.346938775510196,0.8888888888888887,67813000,315680.0,21014.0,,,,15.479754197994064,0.09037458051658867,372.6369364491849,30.445911129555856,,1.1643363788232768,8.302874922844545,0.37263693644918483,0.030445911129555858,,,,France
2020-09-27,72509.0,559.0,,47.81857142857143,1.1842857142857142,1028.7142857142858,5971.142857142857,10477.448979591836,63.93877551020408,0.8888888888888887,67813000,388189.0,21573.0,,,,15.274989414166269,0.11776081703676707,480.7904510513155,31.105919429692158,,1.5169868398600352,8.805307031310894,0.4807904510513155,0.031105919429692156,,,,France
2020-10-04,74819.0,561.0,,49.54,1.1542857142857144,1248.7142857142858,6647.0,10405.57142857143,79.89795918367348,0.8888888888888887,67813000,463008.0,22134.0,,,,15.761621770794052,0.11818214375246212,588.2020093071071,31.930666475665223,,1.8414084109452256,9.801955377287541,0.5882020093071071,0.031930666475665226,,,,France
2020-10-11,116159.0,690.0,,47.951428571428565,1.2485714285714287,1432.5714285714287,7688.571428571428,11532.102040816328,82.77551020408164,0.8888888888888887,67813000,579167.0,22824.0,,,,24.47044498421078,0.14535771691479302,707.2421849160822,32.78511705509479,,2.1125321524949916,11.337901919353854,0.7072421849160823,0.032785117055094785,,,,France
2020-10-18,167835.0,963.0,,45.568571428571424,1.3157142857142858,1739.2857142857142,9667.57142857143,17648.755102040817,104.14285714285714,0.8888888888888887,67813000,747002.0,23787.0,,,,35.35668466433954,0.2028688136071676,889.4215394856865,33.86013217019072,,2.56482638179363,14.256221415615633,0.8894215394856865,0.03386013217019072,,,,France
2020-10-25,261329.0,1774.0,,49.54,1.3542857142857143,2329.285714285714,14046.0,25884.4693877551,154.12244897959184,0.8888888888888887,67813000,1008331.0,25561.0,,,,55.052444642936145,0.37371679682151127,1156.6140921146598,35.45106184865523,,3.434866049703913,20.71284267028446,1.1566140921146597,0.03545106184865523,,,,France
