date,location,population,new_cases,total_cases,new_deaths,total_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,reproduction_rate,icu_patients,hosp_patients,new_cases_7d_avg,new_deaths_7d_avg,row_coverage,new_cases_per_100k,new_deaths_per_100k,total_cases_per_100k,total_deaths_per_100k,new_vaccinations_per_100k,icu_patients_per_100k,hosp_patients_per_100k,total_cases_pct_population,total_deaths_pct_population,people_vaccinated_pct_population,people_fully_vaccinated_pct_population,total_boosters_pct_population
2020-02-24,France,67813000,0.0,16.0,0.0,0.0,,,,,5.56,,,,0.5714285714285714,0.0,0.5555555555555556,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-02-25,France,67813000,0.0,16.0,0.0,0.0,,,,,13.89,,,,0.5714285714285714,0.0,0.5555555555555556,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-02-26,France,67813000,0.0,16.0,0.0,0.0,,,,,13.89,,,,0.5714285714285714,0.0,0.5555555555555556,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-02-27,France,67813000,0.0,16.0,0.0,0.0,,,,,13.89,,,,0.5714285714285714,0.0,0.5555555555555556,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-02-28,France,67813000,0.0,16.0,0.0,0.0,,,,,13.89,,,,0.5714285714285714,0.0,0.5555555555555556,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-02-29,France,67813000,0.0,16.0,0.0,0.0,,,,,34.72,,,,0.5714285714285714,0.0,0.5555555555555556,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-01,France,67813000,0.0,16.0,0.0,0.0,,,,,34.72,3.04,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-02,France,67813000,0.0,16.0,0.0,0.0,,,,,43.98,3.03,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-03,France,67813000,0.0,16.0,0.0,0.0,,,,,43.98,3.03,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-04,France,67813000,0.0,16.0,0.0,0.0,,,,,43.98,3.06,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-05,France,67813000,0.0,16.0,0.0,0.0,,,,,43.98,3.09,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-06,France,67813000,0.0,16.0,0.0,0.0,,,,,43.98,3.06,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-07,France,67813000,0.0,16.0,0.0,0.0,,,,,43.98,3.04,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
2020-03-08,France,67813000,0.0,16.0,0.0,0.0,,,,,43.98,2.96,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.02359429607892292,0.0,,,,2.359429607892292e-05,0.0,,,
