date,location,population,new_cases,total_cases,new_deaths,total_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,reproduction_rate,icu_patients,hosp_patients,new_cases_7d_avg,new_deaths_7d_avg,row_coverage,new_cases_per_100k,new_deaths_per_100k,total_cases_per_100k,total_deaths_per_100k,new_vaccinations_per_100k,icu_patients_per_100k,hosp_patients_per_100k,total_cases_pct_population,total_deaths_pct_population,people_vaccinated_pct_population,people_fully_vaccinated_pct_population,total_boosters_pct_population,new_cases_7d_avg_per_100k,new_deaths_7d_avg_per_100k,population_for_sir,incidence_for_sir,I_estimated,cumulative_infections_estimated,R_estimated,S_estimated,gamma,dI_dt,denominator_SI_over_N,valid_beta_mask,beta_raw,beta_smoothed,beta_smoothed_nonnegative,R0_proxy_raw,R_eff_raw,R0_proxy_smoothed,R_eff_smoothed
2020-01-05,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-06,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-07,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-08,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-09,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-10,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-11,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-12,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-13,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-14,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-15,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-16,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-17,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-18,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-19,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-20,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
2020-01-21,France,67813000,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,67813000.0,0.0,0.0,0.0,0.0,67813000.0,0.07142857142857142,0.0,0.0,False,,,,,,,
